product_id,media_id,inserted_at,updated_at
1,4,,
2,4,,
3,4,,
4,4,,
5,4,,
6,4,,
7,4,,
8,4,,
9,4,,
10,4,,
11,4,,
12,4,,
13,4,,
14,4,,
15,4,,
16,4,,
17,4,,
18,4,,
19,4,,
20,4,,
21,4,,
22,4,,
23,4,,
24,4,,
25,4,,
26,4,,
27,4,,
28,4,,
29,4,,
30,4,,
31,4,,
32,4,,
33,4,,
34,4,,
35,4,,
36,4,,
37,4,,
38,4,,
39,4,,
40,4,,
41,4,,
42,4,,
43,4,,
44,3,,
45,3,,
46,3,,
47,3,,
48,3,,
49,3,,
50,3,,
51,3,,
52,3,,
53,3,,
54,3,,
55,3,,
56,3,,
57,3,,
58,3,,
59,3,,
60,2,,
61,2,,
62,2,,
63,2,,
64,2,,
65,5,,
66,5,,
67,5,,
68,5,,
69,5,,
70,5,,
71,5,,
72,5,,
73,5,,
74,5,,
75,5,,
76,5,,
77,5,,
78,5,,
79,5,,
80,5,,
81,5,,
82,5,,
83,5,,
84,5,,
85,6,,
86,6,,
87,6,,
88,6,,
89,6,,
90,6,,
91,7,,
92,7,,
93,7,,
94,7,,
95,7,,
96,7,,
97,7,,
98,7,,
99,7,,
100,7,,
101,7,,
102,7,,
103,7,,
104,7,,
105,7,,
106,7,,
107,7,,
108,7,,
109,7,,
110,7,,
111,7,,
112,7,,
113,7,,
114,7,,
115,7,,
116,7,,
117,7,,
118,7,,
119,7,,
120,7,,
121,7,,
122,7,,
123,7,,
124,7,,
125,7,,
126,7,,
127,7,,
128,7,,
129,7,,
130,7,,
131,7,,
132,7,,
133,7,,
134,7,,
135,7,,
136,7,,
137,7,,
138,7,,
139,7,,
140,7,,
141,7,,
142,7,,
143,7,,
144,7,,
145,7,,
146,7,,
147,7,,
148,7,,
149,7,,
150,7,,
151,7,,
152,7,,
153,7,,
154,7,,
155,7,,
156,7,,
157,7,,
158,7,,
159,7,,
160,7,,
161,7,,
162,7,,
163,7,,
164,7,,
165,7,,
166,7,,
167,7,,
168,7,,
169,7,,
170,7,,
171,7,,
172,7,,
173,7,,
174,7,,
175,7,,
176,7,,
177,7,,
178,7,,
179,7,,
180,7,,
181,7,,
182,7,,
183,7,,
184,7,,
185,7,,
186,7,,
187,7,,
188,7,,
189,7,,
190,7,,
191,7,,
192,7,,
193,7,,
194,7,,
195,7,,
196,7,,
197,7,,
198,7,,
199,7,,
200,7,,
201,7,,
202,7,,
203,7,,
204,7,,
205,7,,
206,7,,
207,7,,
208,7,,
209,7,,
210,7,,
211,7,,
212,7,,
213,7,,
214,7,,
215,7,,
216,7,,
217,7,,
218,7,,
219,7,,
220,7,,
221,7,,
222,7,,
223,7,,
224,7,,
225,7,,
226,7,,
227,7,,
228,7,,
229,7,,
230,7,,
231,7,,
232,7,,
233,7,,
234,7,,
235,7,,
236,7,,
237,7,,
238,7,,
239,7,,
240,1,,
241,1,,
242,1,,
243,1,,
244,1,,
245,1,,
246,1,,
247,1,,
248,1,,
249,1,,
250,1,,
251,1,,
252,1,,
253,1,,
254,1,,
255,1,,
256,1,,
257,1,,
258,1,,
259,1,,
260,1,,
261,1,,
262,1,,
263,1,,
264,1,,
265,1,,
266,1,,
267,1,,
268,1,,
269,1,,
270,1,,
271,1,,
272,1,,
273,1,,
274,1,,
275,1,,
276,1,,
277,1,,
278,1,,
279,1,,
280,1,,
281,1,,
282,1,,
283,1,,
284,1,,
285,1,,
286,1,,
287,1,,
288,1,,
289,1,,
290,8,,
291,8,,
292,8,,
293,8,,
294,8,,
295,8,,
296,8,,
297,8,,
298,8,,
299,8,,
300,8,,
301,8,,
302,8,,
303,8,,
304,8,,
305,8,,
306,8,,
307,8,,
308,8,,
309,8,,
310,8,,
311,8,,
312,8,,
313,8,,
314,8,,
315,8,,
316,8,,
317,8,,
318,8,,
319,8,,
320,8,,
321,8,,
322,8,,
323,8,,
324,8,,
325,8,,
326,8,,
327,8,,
328,8,,
329,8,,
330,8,,
331,8,,
332,8,,
333,8,,
334,8,,
335,8,,
336,8,,
337,8,,
338,8,,
339,8,,
340,8,,
341,8,,
342,8,,
343,8,,
344,8,,
345,8,,
346,8,,
347,8,,
348,8,,
349,8,,
350,8,,
