category_id,product_id,inserted_at,updated_at
17,351,,
18,352,,
19,353,,
20,354,,
21,355,,
22,356,,
23,357,,
24,358,,
25,359,,
26,360,,
27,361,,
28,362,,
29,363,,
30,364,,
31,365,,
32,366,,
33,367,,
34,368,,
35,369,,
36,370,,
37,371,,
38,372,,
39,373,,
40,374,,
41,375,,
42,376,,
43,377,,
44,378,,
45,379,,
46,380,,
47,381,,
48,382,,
13,351,,
13,352,,
13,353,,
13,354,,
11,355,,
11,356,,
11,357,,
11,358,,
11,359,,
11,360,,
16,361,,
15,362,,
15,363,,
15,364,,
15,365,,
15,366,,
12,367,,
12,368,,
14,369,,
14,370,,
14,371,,
14,372,,
14,373,,
14,374,,
14,375,,
14,376,,
14,377,,
14,378,,
14,379,,
14,380,,
14,381,,
14,382,,
